genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Celeribacter manganoxidans,1411902,DY2-5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,GCA_002504165.1,64.8,4,KF356415,54.1,0
Methanolobus psychrotolerans,1874706,YSF-03,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,,41.3,,KX573102,55.8,0
Roseovarius marisflavi,1054996,H50,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,57.7,,KC900366,54.3,0
Alkalibacterium gilvum,1130080,3AD-1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,,36.8,,AB690566,52.8,0
Marinomonas arctica,383750,328,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,45.2,,DQ492749,53.4,0
Pseudorhodobacter psychrotolerans,1678131,PAMC 27389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,60.1,,KT163920,54.1,0
Alishewanella longhuensis,1091037,LH2-2,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,,47,,EU183319,53.2,0
Luteitalea pratensis,1855912,HEG_?6_39,Bacteria,Acidobacteria,Vicinamibacteria,,Vicinamibacteraceae,Luteitalea,GCA_001618865.1,67.2,7.5,KT287072,58.1,0
Lactovum miscens,190387,anNAG3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactovum,,37.6,,AJ439543,51.4,0
Erythrobacter arachoides,1850444,RC4-10-4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,66.4,,KU302715,54.1,0
Psychrobacter okhotskensis,212403,MD17,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,46.7,,AB094794,53,0
Leucothrix mucor,45248,ATCC 25107,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,,49,,X87277,52.5,0
Psychrobacillus lasiicapitis,1636719,NEAU-3TGS17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,,35.8,,KP219721,54.4,0
Arthrobacter ruber,1258893,MDB1-42,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,69,,JX949648,57.2,0
Mycetocola miduiensis,995034,MD-T1-10-2,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,,65.9,,HQ917055,56.3,0
Celerinatantimonas yamalensis,559956,C7,Bacteria,Proteobacteria,Gammaproteobacteria,,Celerinatantimonadaceae,Celerinatantimonas,,44.7,,FJ039852,53.3,0
Desulfovibrio litoralis,466107,STL6,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,X99504,54.1,0
Desulfovibrio cuneatus,159728,STL1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,X99501,54.7,0
Mucilaginibacter frigoritolerans,652788,FT22,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,44,,FN400860,50.5,0
Pseudomonas lundensis,86185,573,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,GCA_001020725.2,58.7,4.8,NR_024704,53.1,0
Roseicitreum antarcticum,564137,ZS2-28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicitreum,,63.3,,FJ196006,55,0
Entomoplasma luminosum,214888,PIMN\1,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Entomoplasma,GCA_002803985.1,29.8,1,AY155670,49.6,0
Nocardioides glacieisoli,1168730,HLT3-15,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,68,,JQ673418,58.1,0
Pedobacter kyonggii,1926871,K-4-11-1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,38.3,,KY313409,51.4,0
Flavobacterium olei,1886782,R-10-9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,35.9,,KX672808,50.3,0
Streptomyces beijiangensis,163361,YIM6,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,,,AF385681,58.7,0
Mucilaginibacter lappiensis,354630,ANJLI2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,45,,DQ234446,50.5,0
Oleispira lenta,555883,DFH11,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,,42.7,,EU980447,52.4,0
Marmoricola silvestris,1645666,S20-100,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,,66.2,,KP899230,56.5,0
Kiloniella antarctica,1550907,soj2014,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella,,45.5,,KM101108,53,0
Virgibacillus arcticus,469869,Hal 1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,38.2,,EF675742,53.5,0
Glutamicibacter ardleyensis,225894,An25,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,,57.4,,AJ551163,56.5,0
Crocinitomix catalasitica,184607,NCIMB 1418,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,,35,,M58791,49.4,0
Rhodoglobus aureus,191497,CMS 81y?,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rhodoglobus,,64,,AJ438586,54.8,0
Carnobacterium inhibens,147709,K1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,GCA_000493735.1,,2.5,Z73313,53.8,0
Shewanella electrodiphila,934143,MAR441,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,42.4,,FR744784,53.2,0
Arsukibacterium ikkense,336831,GCM72,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Arsukibacterium,,49.9,,DQ112664,53.5,0
Pedobacter psychrotolerans,1843235,V5RD,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,37.4,,KU535673,51.5,0
Nakamurella silvestris,1645681, S20-107,Bacteria,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,,70.5,,KP899234,58.3,0
Colwellia chukchiensis,641665,BCw111,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,41.3,,FJ889599,53.4,0
Brochothrix thermosphacta,2756,ATCC 11509,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,,35.4,,AY543023,53,0
Flavobacterium flevense,983,van der Meulen A-34,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34,,M58767,49.4,0
Chryseobacterium psychrotolerans,343642,TSBY 57,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,34.4,,DQ173014,50.1,0
Flavobacterium noncentrifugens,1128970,R-HLS-17,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,46.5,,JQ002654,50.3,0
Carnobacterium pleistocenium,181073,FTR1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,39,,AF450136,53.5,0
Modestobacter multiseptatus,88139,AA-826,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,,69,,Y18646,58.4,0
Flavobacterium tegetincola,150172,ACAM 602,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34,,U85888,50.1,0
Flavobacterium gillisiae,150146, ACAM 601,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,32,,U85889,50.1,0
Marisediminicola antarctica,674079,ZS314,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Marisediminicola,GCA_009930795.1,67.2,3.4,GQ496083,55.6,0
Flavobacterium ovatum,1928857,W201E,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.1,,KY352658,49.9,0
Sphingomonas psychrolutea,1259676,MDB1-A,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,63.6,,KR258737,54.7,0
Chryseobacterium frigidisoli,1125876,PB4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,33.7,,JN390676,49.5,0
Paenisporosarcina indica,650093,PN2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,,42,,FN397659,54.2,0
Alkalilactibacillus ikkensis,486507,GCM68,Bacteria,Firmicutes,Bacilli,Bacillales,,Alkalilactibacillus,,38.4,,EU281853,54.1,0
Psychromonas ossibalaenae,444922,JAMM 0738,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,41.3,,AB304808,51.5,0
Psychromonas macrocephali,444920,JAMM 0415,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,41.5,,AB304806,52.1,0
Arthrobacter psychrochitiniphilus,291045,GP3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,58.5,,AJ810896,56,0
Psychromonas arctica,168275,Pull 5.3,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,40.1,,AF374385,52.2,0
Psychrobacillus insolitus,1461,W 16B,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,,35.8,,X60642,52.3,0
Methanolobus psychrophilus,420950,R15,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,,44.9,,EF202842,55.8,0
Lacinutrix algicola,342954,AKS293,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,37,,DQ167238,49.6,0
Hymenobacter nivis,1850093,P3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,GCA_003149515.1,62.5,5,LC153096,57.4,0
Shewanella hanedai,25,ATCC 33224,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,45.5,,X82132,53.7,0
Massilia eurypsychrophila,1485217,B528-3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,62.2,,KJ361504,53.9,0
Solimicrobium silvestre,2099400,S20-91,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Solimicrobium,,46.7,,KP899250,52.1,0
Pseudophaeobacter arcticus,385492,20188,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,,59.6,,DQ514304,54,0
Glaciihabitans tibetensis,1266600,MP203,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Glaciihabitans,,64.1,,KC256953,54.5,0
Paenibacillus macquariensis,948756,ATCC 23464,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,39,,AB073193,54.3,0
Polaromonas hydrogenivorans,335476,DSM 17735,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,62.5,,DQ094183,53.8,0
Flavobacterium limicola,180441,ST-82,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.4,,AB075230,50.5,0
Pricia antarctica,641691,ZS1-8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pricia,,43.9,,FJ889677,56.2,0
Psychromonas marina,88364,4墩22휑,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,43.5,,AB023378,51.8,0
Colwellia beringensis,1967665,NB097-1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,GCA_002076895.1,38.5,4.7,MG016490,52.6,0
Paenisporosarcina antarctica,417367,N-05(,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,GCA_004367585.1,37,4,EF154512,54.4,0
Shewanella gelidimarina,56813,IC\P6,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,41.5,,U85907,53.9,0
Lacinutrix mariniflava,342955,AKS432,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,34.7,,DQ167239,49.4,0
Leifsonia rubra,191389,CMS 76r,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,66,,AJ438585,54.7,0
Rhodonellum psychrophilum,336828,GCM71,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodonellum,,43.1,,DQ112660,54,0
Marinobacter psychrophilus,330734,20041,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,GCA_001043175.1,53.8,4,DQ060402,55.2,0
Algibacter psychrophilus,1484432, PAMC 27237,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,,33.5,,KJ475138,49.3,0
Aquaspirillum arcticum,87645,Res-10,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,,,,AB074523,53,0
Polymorphobacter glacialis,1614636,B555-2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,,62.1,,KP013180,54.3,0
Desulfoconvexum algidum,453224,JHA1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoconvexum,,46,,EF442984,51.1,0
Photobacterium carnosum,2023717,TMW 2.2021,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,38.5,,MF622943,53.2,0
Shewanella psychrophila,225848,WP2,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,GCA_002005305.1,44.3,6.4,AJ551089,53.3,0
Pleomorphochaeta multiformis,913101,MO-SPC2,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Pleomorphochaeta,,32.3,,AB598280,52.9,0
Spirochaeta psychrophila,913100,MO-SPC1,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,,39.8,,AB598279,52.3,0
Cryobacterium levicorallinum,995038,Hh34,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium,,63.7,,JF267312,56,0
Cryobacterium aureum,995037,Hh31,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium,,64.3,,JF267311,56,0
Methanogenium frigidum,62970,Ace-2,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,,,,AF009219,56.8,0
Polaromonas vacuolata,37448,34-P,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,52,,U14585,52.7,0
Shewanella benthica,43661,W 145,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,GCA_900476435.1,45.9,4.4,X82131,53.4,0
Halomonas axialensis,115555,Althf1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,57.6,,AF212206,56.1,-1
Halomonas neptunia,115551,Eplume1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,57.3,,AF212202,55.6,-1
Pseudomonas psychrophila,122355,E-3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,57.5,,AB041885,52.7,-1
Halomonas sulfidaeris,115553,Esulfide1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,56,,AF212204,56.6,-1
Arcticibacter eurypsychrophilus,1434752,MJ9-5,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,,38.5,,JX678846,52.2,-1
Alkalibacterium putridalgicola,426703,T129-2-1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,,42,,AB294167,53,-2
Marinilactibacillus psychrotolerans,191770,M13-2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,,36.2,,AB083406,53.2,-2
Psychrobacillus soli,1543965,NHI-2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,,36,,KJ956929,54.7,-2
Psychrobacter muriicola,209878,2pS,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,46,,AF517755,52.7,-2
Flaviramulus basaltis,369401,H35,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flaviramulus,,31.4,,DQ361033,48.7,-2
Desulfovibrio ferrireducens,246191,61,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,42,,DQ148944,53.7,-2
Thiobacillus thiophilus,543892,D24TN,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,,61.5,,EU685841,54.5,-2
Pseudoalteromonas prydzensis,182141,MB8쭯11,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,38.5,,U85855,52.7,-2
Desulfovibrio arcticus,360296, B15,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,55.2,,DQ296030,55.4,-2
Cellulophaga algicola,59600,IC166,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,GCA_000186265.1,33.8,4.9,AF001366,50.7,-2
Subtercola frigoramans,120298,K265,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Subtercola,,64,,AF224723,54.9,-2
Desulfofrigus fragile,84983,LSv21,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,,52.1,,AF099065,53,-2
Desulfotalea arctica,84979,LSv514,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,,41.8,,AF099061,52.4,-2
Aequorivita crocea,153268,Y12-2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,33.5,,AY027806,52.9,-2
Aequorivita lipolytica,153267,Y10-2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,35.5,,AY027805,53.4,-2
Aequorivita antarctica,153266,SW49,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,38.5,,AY027802,52.6,-2
Aequorivita sublithincola,101385,9墩3휑,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,GCA_000265385.1,36.2,3.5,NR_025031,52.3,-2
Cryomorpha ignava,101383,1墩22휑,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha,,36.5,,AF170738,51.6,-2
Glaciecola punicea,56804,IC067,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,,45,,U85853,51.1,-2
Gelidibacter gilvus,59602,IC158 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,,39,,AF001369,51.6,-2
Gillisia hiemivivida,291190, IC154,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,,34,,AY694007,49.8,-2
Lacinutrix copepodicola,291184,DJ3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,37,,AY694001,49,-2
Desulfovibrio frigidus,340956,18,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,43.3,,DQ148943,53.4,-2
Bizionia algoritergicola,291187,APA-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,45,,AY694003,49.1,-2
Subsaximicrobium saxinquilinus,291180,Y4-5?,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Subsaximicrobium,,39,,AY693998,53.2,-2
Subsaximicrobium wynnwilliamsii,291179,G#7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Subsaximicrobium,,40,,AY693997,53.1,-2
Brumimicrobium glaciale,200475,IC156,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Brumimicrobium,,39,,AF521195,51.7,-2
Desulfuromusa ferrireducens,304417,102,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,,52.3,,AY835392,54.3,-2
Psychrosinus fermentans,394284,FCF9,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Psychrosinus,,,,DQ767881,52.5,-2
Rhodoglobus vestalii,193384,LV3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rhodoglobus,,62,,AJ459101,54.3,-2
Thiomicrorhabdus psychrophila,146829, SVAL-D,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,,42.5,,AJ404732,51,-2
Thiomicrorhabdus arctica,131540,SVAL-E,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,,42.4,,AJ404731,51.1,-2
Desulfuromonas svalbardensis,304413,112,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,,50.1,,AY835388,53.2,-2
Gillisia illustrilutea,291192,IC157,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,,32,,AY694008,49.9,-2
Gillisia sandarakina,291191,IC148,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,,36,,AY694006,49.8,-2
Glaciecola pallidula,56807,IC079,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,,40,,U85854,51.2,-2
Subsaxibacter broadyi,291182,P7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,,35,,AY693999,51.6,-2
Desulfotalea psychrophila,84980,LSv54,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,GCA_000025945.1,46.6,3.7,AF099062,52.4,-2
Desulfofrigus oceanense,84982,ASv26,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,,52.8,,AF099064,53,-2
Desulfofaba gelida,84981,PSv29,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofaba,,52.8,,AF099063,52.9,-2
Methanococcoides alaskense,325778,AK-5,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,,41.9,,AY941801,54.9,-2.3
Methanococcoides burtonii,29291,DSM 6242,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,GCA_000013725.1,40.8,2.6,X65537,54.3,-2.5
Exiguobacterium sibiricum,332410,255-15,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,GCA_000019905.1,47.7,3,NR_075006,55.5,-3
Mucilaginibacter mallensis,652787,MP1X4,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,46,,FN400859,50.4,-3
Moritella dasanensis,428031,ArB 0140,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,,46.9,,EF192283,53.2,-3
Polymorphobacter multimanifer,1070431,262-7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,,68,,AB649056,54.5,-4
Shewanella vesiculosa,518738,M7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,42,,AM980877,54.4,-4
Psychrobacter fulvigenes,533323,KC40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,AB438958,53,-5
Trichococcus patagoniensis,382641,PmagG1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,,45.8,,AF394926,53.4,-5
