genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Mycolicibacterium komossense,1779,ATCC 33013,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,,,X55591,57.5,22
Burkholderia agricolaris,2152888,BaQS159,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,61.6,,,,22
Methylococcus mobilis,944651,LMD 77.28.,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,,56.7,,HQ676599,55.1,22
Acidipila rosea,768535,AP8,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidipila,,59.5,,AB561884,55,22
Stenoxybacter acetivorans,422441,TAM-DN1,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Stenoxybacter,,53.7,,EF212897,53.4,22
Paracoccus sanguinis,1545044,5503,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,70,,KJ960184,55.7,22
Hartmannibacter diazotrophicus,1482074,E19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,Hartmannibacter,GCA_900231165.1,64,5.4,KC567245,56,22
Acholeplasma hippikon,264636,C1,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,GCA_900660755.1,31,1.5,AY538167,48.6,22
Acholeplasma modicum,2150,PG49,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,,29.3,,M23933,48.4,22
Humibacter albus,427754,SC-083,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Humibacter,,68,,AM494541,56.3,22
Desulfovibrio carbinoliphilus,345370,D41,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,63,,DQ186200,57.7,22
Erwinia typographi,371042,Y1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,49.1,,GU166291,55.7,22
Sphaerimonospora cavernae,1740611,N74,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerimonospora,,70.7,,LC096135,59.8,22
Acidiphilium iwatense,768198,MS8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,,62.7,,AB561883,56.5,22
Vibrio scophthalmi,45658,A089,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,GCA_001685465.1,44.6,4.9,U46579,53.8,22
Garritya polymorpha,1001,ATCC 27820,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Bernardetiaceae,Garritya,,29,,AB078059,49.6,22
Mycolicibacterium madagascariense,212765,P2,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,,,NR_104690,58.6,22
Burkholderia bonniea,2152891,BbQS859,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,58.7,,,,22
Burkholderia hayleyella,2152889,BhQS11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,59.2,,,,22
Mycobacterium stomatepiae,470076,T11,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,AM884331,58.5,22
Spiroplasma taiwanense,2145,CT-1,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,GCA_000439435.1,23.9,1.1,M24476,47.2,22
